rxn_name,subsystem,in iRhtoC,in yeastGEM_hvd,gpr,bounds,stoichiometry
Ht_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
H2Ot_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
CO2t_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
COAt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
NADPHt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
NADPt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
O2t_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
NADHt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
NADt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
GLYC3Pt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
DHAPt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PPIt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PIt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
CTPt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
CDPt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
CMPt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
CDPEAt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
CDPCHOLt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
ATPt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
AMPt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
SERt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'YKR039W', 'iRhtoC': ''}",,
INOSTt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
AMETt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
AHCYSt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
EPISTt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
FECOSTt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
LANOSTt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
ERGSTt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
ZYMSTt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
G3PCt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
HDCAt_c_l,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
HDCEAt_c_l,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
OCDCAt_c_l,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
OCDCEAt_c_l,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
DDCACOAt_c_l,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
TDCOAt_c_l,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PMTCOAt_c_l,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
HDCOAt_c_l,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
STCOAt_c_l,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
ODECOAt_c_l,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
GLYC3Pt_c_l,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
DHAPt_c_l,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
NADPHt_c_l,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
NADPt_c_l,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
ATPt_c_l,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
AMPt_c_l,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PPIt_c_l,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
H2Ot_c_l,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
GLYCt_c_l,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
DOCOSCOAt_c_l,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
TTCCOAt_c_l,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
HXCCOAt_c_l,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
ATPt_c_en,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
ADPt_c_en,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
Ht_c_en,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
H2Ot_c_en,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PIt_c_en,Transport,1,1,"{'GSM_iSace1144_rba': 'YCR037C or YJL198W or YML123C', 'iRhtoC': ''}",,
G3PCt_c_en,Transport,1,1,"{'GSM_iSace1144_rba': 'YCR098C', 'iRhtoC': ''}",,
G3PIt_c_en,Transport,1,1,"{'GSM_iSace1144_rba': 'YCR098C', 'iRhtoC': ''}",,
HDCAt_c_en,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
HDCEAt_c_en,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
OCDCAt_c_en,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
OCDCEAt_c_en,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
ICOSCOAt_c_en,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
DOCOSCOAt_c_en,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
TTCCOAt_c_en,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
HXCCOAt_c_en,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
H2Ot_c_vm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PIt_c_vm,Transport,1,1,"{'GSM_iSace1144_rba': 'YNR013C', 'iRhtoC': 'SPONT or rt3050 or rt3166'}",,
Ht_c_vm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
ATPt_c_vm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
ADPt_c_vm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
CO2t_c_vm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
H2Ot_c_gm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PIt_c_gm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
Ht_c_gm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
CO2t_c_gm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
ATPt_c_gm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
ADPt_c_gm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
H2Ot_c_mm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
CO2t_c_mm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
HDCOAt_c_mm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
ODECOAt_c_mm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
HDCAt_c_mm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
OCDCAt_c_mm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
COAt_c_mm,Transport,1,1,"{'GSM_iSace1144_rba': 'YHR002W', 'iRhtoC': ''}",,
DDCAt_l_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
TTDCAt_l_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
HXCAt_l_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
EPISTt_l_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
FECOSTt_l_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
LANOSTt_l_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
ZYMSTt_l_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
ZYM161t_l_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
ZYM181t_l_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
HXCAt_en_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
ZYM161t_en_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
ZYM181t_en_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
HXCAt_r_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PIt_r_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
Ht_m_mm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
GLYC3Pt_m_mm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
CMPt_m_mm,Transport,1,1,"{'GSM_iSace1144_rba': 'YBR192W', 'iRhtoC': ''}",,
CTPt_m_mm,Transport,1,1,"{'GSM_iSace1144_rba': 'YBR192W', 'iRhtoC': ''}",,
PIt_m_mm,Transport,1,1,"{'GSM_iSace1144_rba': 'YER053C or YJR077C or YLR348C', 'iRhtoC': ''}",,
PPIt_m_mm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
GTHRDtabc_v,Transport,1,1,"{'GSM_iSace1144_rba': 'YDR135C', 'iRhtoC': 'rt4896'}",,
GLYCDy_c,Glycerolipid metabolism,1,1,"{'GSM_iSace1144_rba': 'YOR120W', 'iRhtoC': 'rt3388'}",,
CRNOAT_m,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YML042W', 'iRhtoC': 'rt5877 or rt0947'}",,
14DMLANOSTt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
ERGTETROLt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
HSDx_c,"Glycine, serine and threonine metabolism",1,1,"{'GSM_iSace1144_rba': 'YJR139C', 'iRhtoC': 'rt3712 or (rt3712 and rt8370)'}",,
ME2_m,Citric acid cycle,1,1,"{'GSM_iSace1144_rba': 'YKL029C', 'iRhtoC': 'rt5549'}",,
RAFH_e,Galactose metabolism,1,1,"{'GSM_iSace1144_rba': 'YIL020C', 'iRhtoC': 'rt3242'}",,
URIH_c,Pyrimidine metabolism,1,1,"{'GSM_iSace1144_rba': 'YDR400W', 'iRhtoC': 'rt4016 or rt5402'}",,
HEMEAt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PYDX5PS_c,Vitamin B6 metabolism,1,1,"{'GSM_iSace1144_rba': '(YMR096W or YNL333W or YFL059W) and YMR095C', 'iRhtoC': 'rt2769 and rt2768'}",,
GUAPRT_c,Purine metabolism,1,1,"{'GSM_iSace1144_rba': 'YDR399W', 'iRhtoC': 'rt7825 or rt4077'}",,
AICART_c,Purine metabolism,1,1,"{'GSM_iSace1144_rba': 'YLR028C or YMR120C', 'iRhtoC': 'rt4053'}",,
HCITS_m,Lysine metabolism,1,1,"{'GSM_iSace1144_rba': 'YDL131W', 'iRhtoC': 'rt6488'}",,
MTHFD_c,Folate metabolism,1,1,"{'GSM_iSace1144_rba': 'YGR204W', 'iRhtoC': 'UNKNOWN'}",,
IMPD_c,Purine metabolism,1,1,"{'GSM_iSace1144_rba': 'YHR216W or YLR432W or YML056C', 'iRhtoC': 'rt0027'}",,
TKT2_c,Pentose phosphate pathway,1,1,"{'GSM_iSace1144_rba': 'YBR117C or YPR074C', 'iRhtoC': 'rt7263'}",,
TKT1_c,Pentose phosphate pathway,1,1,"{'GSM_iSace1144_rba': 'YBR117C or YPR074C', 'iRhtoC': 'rt7263'}",,
FRUtps_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YDL245C or YDR342C or YDR343C or YDR345C or YEL069C or YFL011W or YHR092C or YHR094C or YHR096C or YJL214W or YJL219W or YJR158W or YMR011W or YNR072W or YOL156W', 'iRhtoC': 'rt1375 or rt1480 or rt2707 or rt2833 or rt3556 or rt7817 or rt2496'}",,
PSP_L_c,"Glycine, serine and threonine metabolism",1,1,"{'GSM_iSace1144_rba': 'YGR208W', 'iRhtoC': 'rt3683'}",,
MANtps_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YDL245C or YDR342C or YDR343C or YDR345C or YEL069C or YFL011W or YHR092C or YHR094C or YHR096C or YJL214W or YJL219W or YJR158W or YMR011W or YNR072W or YOL156W', 'iRhtoC': 'rt1375 or rt1480 or rt2707 or rt2833 or rt3556 or rt7817 or rt2496'}",,
IMPC_c,Purine metabolism,1,1,"{'GSM_iSace1144_rba': 'YLR028C or YMR120C', 'iRhtoC': 'rt4053'}",,
GLYOX_m,Pyruvate metabolism,1,1,"{'GSM_iSace1144_rba': 'YOR040W', 'iRhtoC': 'rt5195'}",,
LANOSTt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YIL013C or YOR011W', 'iRhtoC': 'rt6543'}",,
SERD_L_c,"Glycine, serine and threonine metabolism",1,1,"{'GSM_iSace1144_rba': 'YCL064C', 'iRhtoC': 'rt0848'}",,
EPISTt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YIL013C or YOR011W', 'iRhtoC': 'rt6543'}",,
PGL_c,Pentose phosphate pathway,1,1,"{'GSM_iSace1144_rba': 'YGR248W or YHR163W', 'iRhtoC': 'rt6131'}",,
ERGSTt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': 'rt6543'}",,
IPPS_c,"Valine, leucine and isoleucine metabolism",1,1,"{'GSM_iSace1144_rba': 'YNL104C or YOR108W', 'iRhtoC': 'rt7120'}",,
ALDD22x_c,beta-Alanine metabolism,1,1,"{'GSM_iSace1144_rba': 'YMR110C or YMR169C or YMR170C', 'iRhtoC': 'rt2756 or rt7955'}",,
AOXS_c,Biotin metabolism,1,1,"{'GSM_iSace1144_rba': 'YAR069W-A or YHR214W-F', 'iRhtoC': 'rt4368'}",,
3OAR80_m,Fatty acid biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YKL055C', 'iRhtoC': 'rt1622'}",,
3OAR60_m,Fatty acid biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YKL055C', 'iRhtoC': 'rt1622'}",,
3OAR40_m,Fatty acid biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YKL055C', 'iRhtoC': 'rt1622'}",,
EGHLAT_m,Unassigned,1,1,"{'GSM_iSace1144_rba': 'YKL106W', 'iRhtoC': 'rt5562'}",,
ALDD20y_c,Unassigned,1,1,"{'GSM_iSace1144_rba': 'YPL061W', 'iRhtoC': 'rt7041'}",,
MCOATA_m,Fatty acid biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YKL192C and YOR221C', 'iRhtoC': 'rt8174 and rt5893'}",,
ACONTa_m,Citric acid cycle,1,1,"{'GSM_iSace1144_rba': 'YLR304C', 'iRhtoC': 'rt3256 or rt6232'}",,
ACONTb_m,Citric acid cycle,1,1,"{'GSM_iSace1144_rba': 'YLR304C', 'iRhtoC': 'rt3256 or rt6232'}",,
MALT_c,Alternative carbon metabolism,1,1,"{'GSM_iSace1144_rba': 'YBR299W or YGR287C or YGR292W or YIL172C or YJL216C or YJL221C', 'iRhtoC': 'rt0767'}",,
CERS2A24_r,Sphingolipid biosynthesis,1,1,"{'GSM_iSace1144_rba': '(YHL003C and YMR298W) or (YKL008C and YMR298W)', 'iRhtoC': 'rt3023 or rt6800'}",,
ALATA_L_m,"Alanine, aspartate and glutamate metabolism",1,1,"{'GSM_iSace1144_rba': 'YLR089C', 'iRhtoC': 'rt1267'}",,
GPIA5_r,GPI biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YCL052C and YJR013W', 'iRhtoC': 'rt1537 or (rt1537 and rt8421)'}",,
GPIA6_r,GPI biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YKL165C', 'iRhtoC': 'rt3077'}",,
GPIA7_r,GPI biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YBR004C and YNL158W', 'iRhtoC': 'rt4593'}",,
ACCOAC_c,Fatty acid biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YDL141W and YNR016C', 'iRhtoC': 'rt8036 and rt0271'}",,
3HAD40_m,Fatty acid biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YHR067W', 'iRhtoC': 'rt7207'}",,
3HAD60_m,Fatty acid biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YHR067W', 'iRhtoC': 'rt7207'}",,
3HAD80_m,Fatty acid biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YHR067W', 'iRhtoC': 'rt7207'}",,
PGMT_c,Cell wall biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YMR105C or YKL127W', 'iRhtoC': 'rt1591'}",,
ATPS_m,Oxidative phosphorylation,1,1,"{'GSM_iSace1144_rba': '(Q0080 and Q0085 and Q0130 and YBL099W and YBR039W and YDL004W and YDR298C and YDR322C-A and YDR377W and YJR121W and YKL016C and YLR295C and YML081C-A and YPL078C and YPL271W) or (Q0080 and Q0085 and Q0130 and YBL099W and YBR039W and YDL004W and YDR298C and YDR377W and YJR121W and YKL016C and YLR295C and YML081C-A and YPL078C and YPL271W and YPR020W) or (Q0080 and Q0085 and Q0130 and YBL099W and YBR039W and YDL004W and YDR298C and YDR322C-A and YDR377W and YJR121W and YKL016C and YLR295C and YML081C-A and YPL078C and YPL271W and YJL180C and YLR393W and YNL315C and YOL077W-A and YCL005W-A)', 'iRhtoC': 'rt7991 and rt7221 and rt3590 and rt6418 and rt5056 and rtmATP6 and rt6544 and rtmATP8 and rtmATP9 and rt2306 and rt5474 and rt3599 and rt5391 and ((rt7512 and rt7221) or rt0712 or (rt7512 and rt1572 and rt2434))'}",,
FECOOR_m,Oxidative phosphorylation,1,1,"{'GSM_iSace1144_rba': '(Q0045 and Q0250 and Q0275 and YDL067C and YEL039C and YGL187C and YGL191W and YHR051W and YIL111W and YLR038C and YLR395C and YMR256C) or (Q0045 and Q0250 and Q0275 and YDL067C and YEL039C and YGL187C and YGL191W and YHR051W and YLR038C and YLR395C and YMR256C and YNL052W) or (Q0045 and Q0250 and Q0275 and YDL067C and YGL187C and YGL191W and YHR051W and YIL111W and YJR048W and YLR038C and YLR395C and YMR256C) or (Q0045 and Q0250 and Q0275 and YDL067C and YGL187C and YGL191W and YHR051W and YJR048W and YLR038C and YLR395C and YMR256C and YNL052W) or (Q0045 and Q0250 and Q0275 and YDL067C and YHR116W and YDR231C and YGR062C and YJL003W and YPL132W and YLL018C-A)', 'iRhtoC': '(rtmCOX1 or rtmCOX1) and rtmCOX2 and (rtmCOX3 or rtmCOX3) and (((rt3401 or rt3160) and rt0797 and rt3417 and rt4138 and (rt2984 or rt4907) and rt2949 and rt4639 and rt0434 and rt5260 and rt2317) or (rt3401 and rt3794 and rt2577 and rt1326 and rt5312 and rt0353))'}",,
MDH_c,Glyoxylate metabolism,1,1,"{'GSM_iSace1144_rba': 'YOL126C', 'iRhtoC': 'rt2246'}",,
ASPTAi_m,Oxidative phosphorylation,1,1,"{'GSM_iSace1144_rba': 'YKL106W', 'iRhtoC': 'rt5913 or rt5562'}",,
C3STKR1_c,Ergosterol biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YLR100W', 'iRhtoC': 'UNKNOWN'}",,
C3STKR2_c,Ergosterol biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YLR100W', 'iRhtoC': 'UNKNOWN'}",,
CERS2A26_r,Sphingolipid biosynthesis,1,1,"{'GSM_iSace1144_rba': '(YHL003C and YMR298W) or (YKL008C and YMR298W)', 'iRhtoC': 'rt3023 or rt6800'}",,"{'GSM_iSace1144_rba': 'hxccoa_r + psphings_r --> cer2A_26_r + coa_r + h_r', 'iRhtoC': 'hxccoa_r + psphings_r --> cer2A_26_r + coa_r + 5.0 h_r'}"
PRAIi_c,"Phenylalanine, tyrosine and tryptophan metabolism",1,1,"{'GSM_iSace1144_rba': 'YDR007W', 'iRhtoC': 'rt8196'}",,
PRPPS_c,Histidine metabolism,1,1,"{'GSM_iSace1144_rba': '(YKL181W and YER099C) or (YKL181W and YHL011C) or (YKL181W and YBL068W) or (YER099C and YOL061W) or (YBL068W and YOL061W)', 'iRhtoC': 'rt2777 and rt8224'}",,
FCLT_m,Heme metabolism,1,1,"{'GSM_iSace1144_rba': 'YOR176W', 'iRhtoC': 'rt7907'}",,
MTHFC_c,Folate metabolism,1,1,"{'GSM_iSace1144_rba': 'YGR204W', 'iRhtoC': 'UNKNOWN'}",,
FTHFL_c,Folate metabolism,1,1,"{'GSM_iSace1144_rba': 'YGR204W', 'iRhtoC': 'UNKNOWN'}",,
MALS_c,Glyoxylate metabolism,1,1,"{'GSM_iSace1144_rba': 'YIR031C or YNL117W', 'iRhtoC': 'rt1089'}",,
NFTYROX_c,Unassigned,1,1,"{'GSM_iSace1144_rba': 'YDR402C and YDR403W', 'iRhtoC': 'rt0820'}",,
PYDAMK_c,Vitamin B6 metabolism,1,1,"{'GSM_iSace1144_rba': '', 'iRhtoC': 'rt6177'}",,
PYDXK_c,Vitamin B6 metabolism,1,1,"{'GSM_iSace1144_rba': 'YNR027W', 'iRhtoC': 'rt6177'}",,
PYDXNK_c,Vitamin B6 metabolism,1,1,"{'GSM_iSace1144_rba': 'YEL029C', 'iRhtoC': 'rt6177'}",,
TRDR_m,Unassigned,1,1,"{'GSM_iSace1144_rba': '(YCR083W and YHR106W) or (YCR083W and YPL091W)', 'iRhtoC': 'rt0553 and rt7114'}",,
ARGtpa_v,Transport,1,1,"{'GSM_iSace1144_rba': 'YOL092W or YBR293W', 'iRhtoC': 'rt0111'}",,
TCHOLAtabc_v,Transport,1,1,"{'GSM_iSace1144_rba': 'YLL048C', 'iRhtoC': 'rt2898 or rt0777 or rt6476 or rt6095'}",,
ACt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YCR010C', 'iRhtoC': 'rt7285'}",,
NNATi_c,Nicotinate and nicotinamide metabolism,1,1,"{'GSM_iSace1144_rba': 'YGR010W or YLR328W', 'iRhtoC': 'rt2062'}",,
G3PT_c,Alternative carbon metabolism,1,1,"{'GSM_iSace1144_rba': 'YER062C or YIL053W', 'iRhtoC': 'rt0092'}",,
ANNAT_n,Nicotinate and nicotinamide metabolism,1,1,"{'GSM_iSace1144_rba': 'YGR010W or YLR328W', 'iRhtoC': 'rt2062'}",,
ANNAT_c,Nicotinate and nicotinamide metabolism,1,1,"{'GSM_iSace1144_rba': 'YCL047C or YLR328W', 'iRhtoC': 'rt2062 or rt7589'}",,
EX_cobalt2_e,Exchange,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
EX_ni2_e,Exchange,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
COBALT2t_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
NI2t_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
DHAPAT_rm,Glycerophospholipid biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YKR067W or (YBL011W or YKR067W)', 'iRhtoC': 'rt5001'}",,
DHAPAT_l,Glycerophospholipid biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YKR067W', 'iRhtoC': 'rt5001'}",,
G3PAT_rm,Glycerophospholipid biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YKR067W or (YBL011W or YKR067W)', 'iRhtoC': 'rt2297 and (rt7067 or rt2297)'}",,
G3PAT_l,Glycerophospholipid biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YKR067W', 'iRhtoC': 'rt2297'}",,
AGNPR_rm,Glycerophospholipid biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YIL124W', 'iRhtoC': 'rt7207'}",,
AGNPR_l,Glycerophospholipid biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YIL124W', 'iRhtoC': 'rt7207'}",,
AGPAT_rm,Glycerophospholipid biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YOR175C or (YDL052C or YOR175C)', 'iRhtoC': 'rt7662 and (rt7662 or rt2059)'}",,
AGPAT_l,Glycerophospholipid biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YDL052C or YKR089C or YOR081C', 'iRhtoC': 'rt2059 or rt1378'}",,
ETHAPT_rm,Glycerophospholipid biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YHR123W', 'iRhtoC': 'rt2983'}",,
CHOLPT_rm,Glycerophospholipid biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YHR123W or YNL130C', 'iRhtoC': 'rt2983 or rt0720'}",,
CDPDAGS_rm,Glycerophospholipid biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YBR029C', 'iRhtoC': 'rt4513'}",,
